date,borough,total_trips
2025-10-20 00:00:00,Queens,12909
2025-10-20 00:00:00,Staten Island,1
2025-10-20 00:00:00,Unknown,176
2025-10-21 00:00:00,Bronx,597
2025-10-21 00:00:00,Brooklyn,1364
2025-10-21 00:00:00,EWR,4
2025-10-21 00:00:00,Manhattan,92093
2025-10-21 00:00:00,Queens,11094
2025-10-21 00:00:00,Staten Island,1
2025-10-21 00:00:00,Unknown,200
2025-10-22 00:00:00,Bronx,622
2025-10-22 00:00:00,Brooklyn,1467
2025-10-22 00:00:00,EWR,3
2025-10-22 00:00:00,Manhattan,100523
2025-10-22 00:00:00,Queens,10902
2025-10-22 00:00:00,Staten Island,2
2025-10-22 00:00:00,Unknown,242
2025-10-23 00:00:00,Bronx,756
2025-10-23 00:00:00,Brooklyn,1743
2025-10-23 00:00:00,EWR,1
2025-10-23 00:00:00,Manhattan,107041
2025-10-23 00:00:00,Queens,11777
2025-10-23 00:00:00,Staten Island,3
2025-10-23 00:00:00,Unknown,236
2025-10-24 00:00:00,Bronx,724
2025-10-24 00:00:00,Brooklyn,1779
2025-10-24 00:00:00,EWR,3
2025-10-24 00:00:00,Manhattan,98776
2025-10-24 00:00:00,Queens,11332
2025-10-24 00:00:00,Staten Island,1
2025-10-24 00:00:00,Unknown,217
2025-10-25 00:00:00,Bronx,412
2025-10-25 00:00:00,Brooklyn,1362
2025-10-25 00:00:00,EWR,3
2025-10-25 00:00:00,Manhattan,98181
2025-10-25 00:00:00,Queens,8251
2025-10-25 00:00:00,Staten Island,4
2025-10-25 00:00:00,Unknown,269
2025-10-26 00:00:00,Bronx,382
2025-10-26 00:00:00,Brooklyn,1548
2025-10-26 00:00:00,EWR,9
2025-10-26 00:00:00,Manhattan,78693
2025-10-26 00:00:00,Queens,12086
2025-10-26 00:00:00,Staten Island,3
2025-10-26 00:00:00,Unknown,238
2025-10-27 00:00:00,Bronx,669
2025-10-27 00:00:00,Brooklyn,1585
2025-10-27 00:00:00,EWR,2
2025-10-27 00:00:00,Manhattan,81819
2025-10-27 00:00:00,Queens,11738
2025-10-27 00:00:00,Staten Island,3
2025-10-27 00:00:00,Unknown,210
2025-10-28 00:00:00,Bronx,710
2025-10-28 00:00:00,Brooklyn,1713
2025-10-28 00:00:00,EWR,4
2025-10-28 00:00:00,Manhattan,95236
2025-10-28 00:00:00,Queens,9969
2025-10-28 00:00:00,Staten Island,2
2025-10-28 00:00:00,Unknown,213
2025-10-29 00:00:00,Bronx,670
2025-10-29 00:00:00,Brooklyn,1910
2025-10-29 00:00:00,EWR,8
2025-10-29 00:00:00,Manhattan,99980
2025-10-29 00:00:00,Queens,10191
2025-10-29 00:00:00,Staten Island,2
2025-10-29 00:00:00,Unknown,235
2025-10-30 00:00:00,Bronx,716
2025-10-30 00:00:00,Brooklyn,1560
2025-10-30 00:00:00,EWR,5
2025-10-30 00:00:00,Manhattan,94852
2025-10-30 00:00:00,Queens,9205
2025-10-30 00:00:00,Staten Island,5
2025-10-30 00:00:00,Unknown,171
2025-10-31 00:00:00,Bronx,796
2025-10-31 00:00:00,Brooklyn,1822
2025-10-31 00:00:00,EWR,6
2025-10-31 00:00:00,Manhattan,100125
2025-10-31 00:00:00,Queens,11990
2025-10-31 00:00:00,Staten Island,3
2025-10-31 00:00:00,Unknown,221
2025-11-01 00:00:00,Bronx,398
2025-11-01 00:00:00,Brooklyn,1648
2025-11-01 00:00:00,EWR,7
2025-11-01 00:00:00,Manhattan,102292
2025-11-01 00:00:00,Queens,8279
2025-11-01 00:00:00,Staten Island,3
2025-11-01 00:00:00,Unknown,268
2025-11-02 00:00:00,Bronx,294
2025-11-02 00:00:00,Brooklyn,1862
2025-11-02 00:00:00,EWR,11
2025-11-02 00:00:00,Manhattan,82007
2025-11-02 00:00:00,Queens,10572
2025-11-02 00:00:00,Staten Island,3
2025-11-02 00:00:00,Unknown,302
2025-11-03 00:00:00,Bronx,709
2025-11-03 00:00:00,Brooklyn,1622
2025-11-03 00:00:00,EWR,3
2025-11-03 00:00:00,Manhattan,83992
2025-11-03 00:00:00,Queens,10995
2025-11-03 00:00:00,Staten Island,4
2025-11-03 00:00:00,Unknown,197
2025-11-04 00:00:00,Bronx,682
2025-11-04 00:00:00,Brooklyn,1649
2025-11-04 00:00:00,EWR,7
2025-11-04 00:00:00,Manhattan,89698
2025-11-04 00:00:00,Queens,9548
2025-11-04 00:00:00,Unknown,190
2025-11-05 00:00:00,Bronx,698
2025-11-05 00:00:00,Brooklyn,1786
2025-11-05 00:00:00,EWR,3
2025-11-05 00:00:00,Manhattan,98592
2025-11-05 00:00:00,Queens,9972
2025-11-05 00:00:00,Staten Island,2
2025-11-05 00:00:00,Unknown,245
2025-11-06 00:00:00,Bronx,751
2025-11-06 00:00:00,Brooklyn,1634
2025-11-06 00:00:00,EWR,5
2025-11-06 00:00:00,Manhattan,106845
2025-11-06 00:00:00,Queens,11215
2025-11-06 00:00:00,Staten Island,3
2025-11-06 00:00:00,Unknown,212
2025-11-07 00:00:00,Bronx,777
2025-11-07 00:00:00,Brooklyn,1753
2025-11-07 00:00:00,EWR,5
2025-11-07 00:00:00,Manhattan,98543
2025-11-07 00:00:00,Queens,11037
2025-11-07 00:00:00,Staten Island,3
2025-11-07 00:00:00,Unknown,248
2025-11-08 00:00:00,Bronx,378
2025-11-08 00:00:00,Brooklyn,1339
2025-11-08 00:00:00,EWR,3
2025-11-08 00:00:00,Manhattan,101382
2025-11-08 00:00:00,Queens,7609
2025-11-08 00:00:00,Staten Island,1
2025-11-08 00:00:00,Unknown,248
2025-11-09 00:00:00,Bronx,368
2025-11-09 00:00:00,Brooklyn,1415
2025-11-09 00:00:00,EWR,9
2025-11-09 00:00:00,Manhattan,80286
2025-11-09 00:00:00,Queens,10024
2025-11-09 00:00:00,Staten Island,1
2025-11-09 00:00:00,Unknown,229
2025-11-10 00:00:00,Bronx,702
2025-11-10 00:00:00,Brooklyn,1668
2025-11-10 00:00:00,EWR,5
2025-11-10 00:00:00,Manhattan,86897
2025-11-10 00:00:00,Queens,12337
2025-11-10 00:00:00,Staten Island,1
2025-11-10 00:00:00,Unknown,227
2025-11-11 00:00:00,Bronx,453
2025-11-11 00:00:00,Brooklyn,1379
2025-11-11 00:00:00,EWR,6
2025-11-11 00:00:00,Manhattan,87012
2025-11-11 00:00:00,Queens,10814
2025-11-11 00:00:00,Staten Island,1
2025-11-11 00:00:00,Unknown,240
2025-11-12 00:00:00,Bronx,673
2025-11-12 00:00:00,Brooklyn,1744
2025-11-12 00:00:00,EWR,1
2025-11-12 00:00:00,Manhattan,96598
2025-11-12 00:00:00,Queens,10253
2025-11-12 00:00:00,Staten Island,3
2025-11-12 00:00:00,Unknown,218
2025-11-13 00:00:00,Bronx,699
2025-11-13 00:00:00,Brooklyn,1698
2025-11-13 00:00:00,EWR,6
2025-11-13 00:00:00,Manhattan,104835
2025-11-13 00:00:00,Queens,10057
2025-11-13 00:00:00,Unknown,244
2025-11-14 00:00:00,Bronx,718
2025-11-14 00:00:00,Brooklyn,1728
2025-11-14 00:00:00,EWR,3
2025-11-14 00:00:00,Manhattan,101049
2025-11-14 00:00:00,Queens,10042
2025-11-14 00:00:00,Staten Island,1
2025-11-14 00:00:00,Unknown,199
2025-11-15 00:00:00,Bronx,369
2025-11-15 00:00:00,Brooklyn,1361
2025-11-15 00:00:00,Manhattan,103062
2025-11-15 00:00:00,Queens,7248
2025-11-15 00:00:00,Staten Island,2
2025-11-15 00:00:00,Unknown,216
2025-11-16 00:00:00,Bronx,386
2025-11-16 00:00:00,Brooklyn,1511
2025-11-16 00:00:00,EWR,10
2025-11-16 00:00:00,Manhattan,80767
2025-11-16 00:00:00,Queens,10934
2025-11-16 00:00:00,Staten Island,1
2025-11-16 00:00:00,Unknown,213
2025-11-17 00:00:00,Bronx,809
2025-11-17 00:00:00,Brooklyn,1984
2025-11-17 00:00:00,EWR,4
2025-11-17 00:00:00,Manhattan,84624
2025-11-17 00:00:00,Queens,11745
2025-11-17 00:00:00,Staten Island,1
2025-11-17 00:00:00,Unknown,257
2025-11-18 00:00:00,Bronx,859
2025-11-18 00:00:00,Brooklyn,2038
2025-11-18 00:00:00,EWR,2
2025-11-18 00:00:00,Manhattan,97063
2025-11-18 00:00:00,Queens,10004
2025-11-18 00:00:00,Staten Island,2
2025-11-18 00:00:00,Unknown,233
2025-11-19 00:00:00,Bronx,816
2025-11-19 00:00:00,Brooklyn,2107
2025-11-19 00:00:00,EWR,5
2025-11-19 00:00:00,Manhattan,100915
2025-11-19 00:00:00,Queens,9587
2025-11-19 00:00:00,Staten Island,1
2025-11-19 00:00:00,Unknown,249
2025-11-20 00:00:00,Bronx,853
2025-11-20 00:00:00,Brooklyn,2053
2025-11-20 00:00:00,EWR,3
2025-11-20 00:00:00,Manhattan,105520
2025-11-20 00:00:00,Queens,10230
2025-11-20 00:00:00,Staten Island,2
2025-11-20 00:00:00,Unknown,252
2025-11-21 00:00:00,Bronx,837
2025-11-21 00:00:00,Brooklyn,2100
2025-11-21 00:00:00,EWR,3
2025-11-21 00:00:00,Manhattan,97837
2025-11-21 00:00:00,Queens,10279
2025-11-21 00:00:00,Staten Island,4
2025-11-21 00:00:00,Unknown,210
2025-11-22 00:00:00,Bronx,393
2025-11-22 00:00:00,Brooklyn,1308
2025-11-22 00:00:00,EWR,3
2025-11-22 00:00:00,Manhattan,96408
2025-11-22 00:00:00,Queens,7470
2025-11-22 00:00:00,Staten Island,1
2025-11-22 00:00:00,Unknown,225
2025-11-23 00:00:00,Bronx,390
2025-11-23 00:00:00,Brooklyn,1444
2025-11-23 00:00:00,EWR,3
2025-11-23 00:00:00,Manhattan,74363
2025-11-23 00:00:00,Queens,9190
2025-11-23 00:00:00,Staten Island,3
2025-11-23 00:00:00,Unknown,182
2025-11-24 00:00:00,Bronx,814
2025-11-24 00:00:00,Brooklyn,1975
2025-11-24 00:00:00,EWR,2
2025-11-24 00:00:00,Manhattan,79608
2025-11-24 00:00:00,Queens,8806
2025-11-24 00:00:00,Staten Island,3
2025-11-24 00:00:00,Unknown,203
2025-11-25 00:00:00,Bronx,835
2025-11-25 00:00:00,Brooklyn,2016
2025-11-25 00:00:00,EWR,5
2025-11-25 00:00:00,Manhattan,91818
2025-11-25 00:00:00,Queens,8948
2025-11-25 00:00:00,Staten Island,1
2025-11-25 00:00:00,Unknown,217
2025-11-26 00:00:00,Bronx,901
2025-11-26 00:00:00,Brooklyn,1874
2025-11-26 00:00:00,EWR,3
2025-11-26 00:00:00,Manhattan,79168
2025-11-26 00:00:00,Queens,7982
2025-11-26 00:00:00,Staten Island,2
2025-11-26 00:00:00,Unknown,157
2025-11-27 00:00:00,Bronx,511
2025-11-27 00:00:00,Brooklyn,1213
2025-11-27 00:00:00,EWR,2
2025-11-27 00:00:00,Manhattan,51574
2025-11-27 00:00:00,Queens,5098
2025-11-27 00:00:00,Staten Island,3
2025-11-27 00:00:00,Unknown,130
2025-11-28 00:00:00,Bronx,255
2025-11-28 00:00:00,Brooklyn,868
2025-11-28 00:00:00,EWR,4
2025-11-28 00:00:00,Manhattan,64784
2025-11-28 00:00:00,Queens,7720
2025-11-28 00:00:00,Staten Island,1
2025-11-28 00:00:00,Unknown,161
2025-11-29 00:00:00,Bronx,400
2025-11-29 00:00:00,Brooklyn,1083
2025-11-29 00:00:00,EWR,4
2025-11-29 00:00:00,Manhattan,71395
2025-11-29 00:00:00,Queens,11082
2025-11-29 00:00:00,Staten Island,2
2025-11-29 00:00:00,Unknown,185
2025-11-30 00:00:00,Bronx,350
2025-11-30 00:00:00,Brooklyn,1220
2025-11-30 00:00:00,EWR,14
2025-11-30 00:00:00,Manhattan,62650
2025-11-30 00:00:00,Queens,13608
2025-11-30 00:00:00,Staten Island,1
2025-11-30 00:00:00,Unknown,201
2025-12-01 00:00:00,Bronx,821
2025-12-01 00:00:00,Brooklyn,1911
2025-12-01 00:00:00,EWR,11
2025-12-01 00:00:00,Manhattan,78561
2025-12-01 00:00:00,Queens,14809
2025-12-01 00:00:00,Staten Island,3
2025-12-01 00:00:00,Unknown,204
2025-12-02 00:00:00,Bronx,774
2025-12-02 00:00:00,Brooklyn,1901
2025-12-02 00:00:00,EWR,4
2025-12-02 00:00:00,Manhattan,93567
2025-12-02 00:00:00,Queens,13089
2025-12-02 00:00:00,Staten Island,3
2025-12-02 00:00:00,Unknown,202
2025-12-03 00:00:00,Bronx,778
2025-12-03 00:00:00,Brooklyn,2101
2025-12-03 00:00:00,EWR,2
2025-12-03 00:00:00,Manhattan,99941
2025-12-03 00:00:00,Queens,11840
2025-12-03 00:00:00,Unknown,251
2025-12-04 00:00:00,Bronx,851
2025-12-04 00:00:00,Brooklyn,2131
2025-12-04 00:00:00,EWR,5
2025-12-04 00:00:00,Manhattan,111181
2025-12-04 00:00:00,Queens,11933
2025-12-04 00:00:00,Unknown,249
2025-12-05 00:00:00,Bronx,879
2025-12-05 00:00:00,Brooklyn,1967
2025-12-05 00:00:00,EWR,4
2025-12-05 00:00:00,Manhattan,104492
2025-12-05 00:00:00,Queens,11474
2025-12-05 00:00:00,Staten Island,1
2025-12-05 00:00:00,Unknown,278
2025-12-06 00:00:00,Bronx,372
2025-12-06 00:00:00,Brooklyn,1276
2025-12-06 00:00:00,EWR,3
2025-12-06 00:00:00,Manhattan,103510
2025-12-06 00:00:00,Queens,7783
2025-12-06 00:00:00,Staten Island,1
2025-12-06 00:00:00,Unknown,229
2025-12-07 00:00:00,Bronx,357
2025-12-07 00:00:00,Brooklyn,1373
2025-12-07 00:00:00,EWR,7
2025-12-07 00:00:00,Manhattan,81517
2025-12-07 00:00:00,Queens,10815
2025-12-07 00:00:00,Staten Island,3
2025-12-07 00:00:00,Unknown,188
2025-12-08 00:00:00,Bronx,829
2025-12-08 00:00:00,Brooklyn,1950
2025-12-08 00:00:00,EWR,8
2025-12-08 00:00:00,Manhattan,91914
2025-12-08 00:00:00,Queens,12116
2025-12-08 00:00:00,Staten Island,1
2025-12-08 00:00:00,Unknown,194
2025-12-09 00:00:00,Bronx,813
2025-12-09 00:00:00,Brooklyn,1915
2025-12-09 00:00:00,EWR,2
2025-12-09 00:00:00,Manhattan,101322
2025-12-09 00:00:00,Queens,11121
2025-12-09 00:00:00,Staten Island,2
2025-12-09 00:00:00,Unknown,268
2025-12-10 00:00:00,Bronx,798
2025-12-10 00:00:00,Brooklyn,2098
2025-12-10 00:00:00,EWR,4
2025-12-10 00:00:00,Manhattan,103628
2025-12-10 00:00:00,Queens,10781
2025-12-10 00:00:00,Staten Island,2
2025-12-10 00:00:00,Unknown,204
2025-12-11 00:00:00,Bronx,836
2025-12-11 00:00:00,Brooklyn,2018
2025-12-11 00:00:00,EWR,4
2025-12-11 00:00:00,Manhattan,111913
2025-12-11 00:00:00,Queens,10760
2025-12-11 00:00:00,Staten Island,2
2025-12-11 00:00:00,Unknown,283
2025-12-12 00:00:00,Bronx,874
2025-12-12 00:00:00,Brooklyn,2017
2025-12-12 00:00:00,EWR,3
2025-12-12 00:00:00,Manhattan,107699
2025-12-12 00:00:00,Queens,11803
2025-12-12 00:00:00,Unknown,255
2025-12-13 00:00:00,Bronx,346
2025-12-13 00:00:00,Brooklyn,1356
2025-12-13 00:00:00,EWR,2
2025-12-13 00:00:00,Manhattan,103925
2025-12-13 00:00:00,Queens,7378
2025-12-13 00:00:00,Staten Island,3
2025-12-13 00:00:00,Unknown,289
2025-12-14 00:00:00,Bronx,283
2025-12-14 00:00:00,Brooklyn,997
2025-12-14 00:00:00,EWR,8
2025-12-14 00:00:00,Manhattan,76184
2025-12-14 00:00:00,Queens,8873
2025-12-14 00:00:00,Staten Island,2
2025-12-14 00:00:00,Unknown,243
2025-12-15 00:00:00,Bronx,764
2025-12-15 00:00:00,Brooklyn,1746
2025-12-15 00:00:00,EWR,2
2025-12-15 00:00:00,Manhattan,86149
2025-12-15 00:00:00,Queens,12662
2025-12-15 00:00:00,Staten Island,1
2025-12-15 00:00:00,Unknown,207
2025-12-16 00:00:00,Bronx,773
2025-12-16 00:00:00,Brooklyn,1857
2025-12-16 00:00:00,EWR,5
2025-12-16 00:00:00,Manhattan,97476
2025-12-16 00:00:00,Queens,9412
2025-12-16 00:00:00,Unknown,208
2025-12-17 00:00:00,Bronx,786
2025-12-17 00:00:00,Brooklyn,2078
2025-12-17 00:00:00,EWR,3
2025-12-17 00:00:00,Manhattan,99817
2025-12-17 00:00:00,Queens,8779
2025-12-17 00:00:00,Staten Island,1
2025-12-17 00:00:00,Unknown,231
2025-12-18 00:00:00,Bronx,817
2025-12-18 00:00:00,Brooklyn,2081
2025-12-18 00:00:00,EWR,6
2025-12-18 00:00:00,Manhattan,102767
2025-12-18 00:00:00,Queens,8850
2025-12-18 00:00:00,Staten Island,3
2025-12-18 00:00:00,Unknown,209
2025-12-19 00:00:00,Bronx,831
2025-12-19 00:00:00,Brooklyn,1805
2025-12-19 00:00:00,EWR,2
2025-12-19 00:00:00,Manhattan,98722
2025-12-19 00:00:00,Queens,8773
2025-12-19 00:00:00,Staten Island,2
2025-12-19 00:00:00,Unknown,188
2025-12-20 00:00:00,Bronx,391
2025-12-20 00:00:00,Brooklyn,1211
2025-12-20 00:00:00,EWR,1
2025-12-20 00:00:00,Manhattan,92467
2025-12-20 00:00:00,Queens,7771
2025-12-20 00:00:00,Staten Island,5
2025-12-20 00:00:00,Unknown,183
2025-12-21 00:00:00,Bronx,341
2025-12-21 00:00:00,Brooklyn,1274
2025-12-21 00:00:00,EWR,12
2025-12-21 00:00:00,Manhattan,71243
2025-12-21 00:00:00,Queens,7243
2025-12-21 00:00:00,Staten Island,3
2025-12-21 00:00:00,Unknown,153
2025-12-22 00:00:00,Bronx,839
2025-12-22 00:00:00,Brooklyn,1974
2025-12-22 00:00:00,EWR,7
2025-12-22 00:00:00,Manhattan,71334
2025-12-22 00:00:00,Queens,7872
2025-12-22 00:00:00,Staten Island,3
2025-12-22 00:00:00,Unknown,177
2025-12-23 00:00:00,Bronx,829
2025-12-23 00:00:00,Brooklyn,1747
2025-12-23 00:00:00,EWR,7
2025-12-23 00:00:00,Manhattan,69940
2025-12-23 00:00:00,Queens,6998
2025-12-23 00:00:00,Staten Island,2
2025-12-23 00:00:00,Unknown,151
2025-12-24 00:00:00,Bronx,432
2025-12-24 00:00:00,Brooklyn,1338
2025-12-24 00:00:00,EWR,3
2025-12-24 00:00:00,Manhattan,59796
2025-12-24 00:00:00,Queens,4928
2025-12-24 00:00:00,Staten Island,2
2025-12-24 00:00:00,Unknown,151
2025-12-25 00:00:00,Bronx,261
2025-12-25 00:00:00,Brooklyn,695
2025-12-25 00:00:00,EWR,4
2025-12-25 00:00:00,Manhattan,35837
2025-12-25 00:00:00,Queens,5050
2025-12-25 00:00:00,Staten Island,1
2025-12-25 00:00:00,Unknown,119
2025-12-26 00:00:00,Bronx,430
2025-12-26 00:00:00,Brooklyn,989
2025-12-26 00:00:00,EWR,4
2025-12-26 00:00:00,Manhattan,52965
2025-12-26 00:00:00,Queens,6002
2025-12-26 00:00:00,Staten Island,1
2025-12-26 00:00:00,Unknown,136
2025-12-27 00:00:00,Bronx,186
2025-12-27 00:00:00,Brooklyn,524
2025-12-27 00:00:00,EWR,12
2025-12-27 00:00:00,Manhattan,50019
2025-12-27 00:00:00,Queens,8618
2025-12-27 00:00:00,Staten Island,2
2025-12-27 00:00:00,Unknown,116
2025-12-28 00:00:00,Bronx,309
2025-12-28 00:00:00,Brooklyn,869
2025-12-28 00:00:00,EWR,12
2025-12-28 00:00:00,Manhattan,51894
2025-12-28 00:00:00,Queens,11603
2025-12-28 00:00:00,Staten Island,2
2025-12-28 00:00:00,Unknown,146
2025-12-29 00:00:00,Bronx,611
2025-12-29 00:00:00,Brooklyn,1511
2025-12-29 00:00:00,EWR,3
2025-12-29 00:00:00,Manhattan,61107
2025-12-29 00:00:00,Queens,10672
2025-12-29 00:00:00,Staten Island,1
2025-12-29 00:00:00,Unknown,125
2025-12-30 00:00:00,Bronx,633
2025-12-30 00:00:00,Brooklyn,1596
2025-12-30 00:00:00,EWR,5
2025-12-30 00:00:00,Manhattan,67668
2025-12-30 00:00:00,Queens,9939
2025-12-30 00:00:00,Staten Island,1
2025-12-30 00:00:00,Unknown,163
2025-12-31 00:00:00,Bronx,552
2025-12-31 00:00:00,Brooklyn,1935
2025-12-31 00:00:00,EWR,3
2025-12-31 00:00:00,Manhattan,61096
2025-12-31 00:00:00,Queens,7941
2025-12-31 00:00:00,Staten Island,12
2025-12-31 00:00:00,Unknown,164
